customer_id,age,region,subscription_type,device_type,contract_type,payment_method,satisfaction_score,tenure_months,monthly_spend,sessions_per_week,avg_session_minutes,weekly_minutes,usage_score_proxy,support_tickets_90d,payment_delays_6m,last_login_days_ago,estimated_income,usage_variability,engagement_score,spend_per_session,promo_opt_in,auto_renew,churn
2299,32,South,Basic,Desktop,Annual,Card,3,14,37.95,3.61,19.39,88.21,77.57,2,2,,79566.9,5.82,58.89,10.51,Yes,1,0
2449,47,East,Basic,Mobile,Quarterly,Digital Wallet,4,4,21.27,4.16,14.39,60.03,30.21,2,0,5.47,56289.08,7.44,47.38,5.12,Yes,1,0
2784,51,North,Standard,Mobile,Annual,Bank Transfer,4,36,59.11,4.28,22.12,114.82,93.69,1,2,1.47,34847.26,10.82,57.6,13.8,Yes,1,0
2954,18,Central,Standard,Desktop,Annual,Digital Wallet,3,16,45,7.46,32.88,260.08,195.26,0,0,3.77,33372.8,21.72,79.89,6.03,No,1,0
2983,36,South,Standard,Mobile,Quarterly,Card,4,18,44.11,9.5,43.87,420.52,294.57,4,0,3.4,56398.97,11.67,86.7,4.64,No,1,0
2160,29,Central,Basic,Mobile,Annual,Card,2,19,36.01,7.36,29.11,227.31,150.17,0,1,3.16,82540.55,13.6,70.63,4.89,Yes,1,0
251,34,East,Basic,Mobile,Monthly,Bank Transfer,3,50,53.96,0.2,17.69,5,18.88,1,0,4.3,57732.01,7.8,51.92,179.86,No,1,0
414,47,West,Premium,Desktop,Quarterly,Card,4,19,98.01,4.67,29.91,123.87,94.07,2,0,1.41,95127.12,7.01,75.53,20.99,Yes,1,0
546,36,South,Basic,Mobile,Monthly,Digital Wallet,1,6,29.52,6,17.58,116.99,103.89,1,1,1.59,40878.63,2,99.84,4.92,No,1,0
1194,47,West,Standard,Mobile,Monthly,Digital Wallet,1,8,53.45,4.36,25.48,106.94,85.02,1,1,5.18,68170.31,4.93,60.83,12.25,Yes,1,0
739,19,Central,Standard,Desktop,Monthly,Card,3,10,55.15,4.8,21.59,107.37,83.73,3,2,5.1,62040.03,9.81,50.45,11.48,No,0,0
311,52,Central,Premium,Mobile,Monthly,Card,1,16,91.68,4.45,27.08,118.07,104.18,0,2,34.36,65950.05,5.93,,20.61,No,1,0
1980,44,South,Basic,Mobile,Monthly,Card,3,4,31.16,4.11,20.63,94.22,60.72,0,1,5.91,46916.86,10.4,65.2,7.59,No,0,0
894,38,South,Basic,Mobile,Monthly,Card,3,8,27.52,6.94,17.44,120.37,98.37,1,0,11.13,30611.92,27.37,71.26,3.97,Yes,0,1
1132,35,North,Basic,Mobile,Monthly,Card,3,7,54.15,1.62,21.09,52.12,25.4,2,1,17.45,51681.53,10.55,33.01,33.49,No,1,1
1450,31,North,Basic,Tablet,Quarterly,Digital Wallet,2,16,20.91,2.71,18.49,67.43,20.1,1,2,9.18,64501.05,10.85,62.71,7.71,Yes,0,0
2908,38,North,Standard,Mobile,Annual,Digital Wallet,3,42,68.58,3.71,14.66,47.19,56.22,2,0,13.01,71606.44,5.65,54.01,18.5,No,1,1
16,28,North,Standard,Mobile,Quarterly,Card,2,40,49.49,5.6,17.36,104.25,93,3,1,2.31,34494.54,4.99,58.07,8.84,Yes,1,1
1951,39,Central,Basic,Tablet,Monthly,Card,5,14,39.37,6.2,16.14,93.68,105.07,2,1,2.21,50528.02,14.53,75.32,6.35,No,1,1
722,52,North,Standard,Mobile,Monthly,Digital Wallet,4,11,35.55,6.43,33.7,209.29,133.82,2,1,8.72,51965.02,8.32,58.35,5.53,Yes,1,0
1421,35,Central,Premium,Mobile,Quarterly,Card,4,5,82.18,4.13,15.85,60.41,36.23,2,0,13.5,62962.57,24.83,49.92,19.88,No,1,0
2634,38,East,Standard,Mobile,Monthly,Digital Wallet,4,2,53.01,6.49,28.37,183.11,133.59,2,0,6.49,55393.36,8.05,40.57,8.17,Yes,1,1
982,20,East,Basic,Desktop,Monthly,Digital Wallet,4,4,37.18,4.61,27.59,139.54,98.62,3,0,2.87,97681.32,15.1,,8.06,No,0,1
1875,25,Central,Basic,Tablet,Annual,Digital Wallet,4,4,31.34,4.79,20.71,86.73,87.49,0,1,11.08,,6.23,,6.54,Yes,1,0
1540,56,Central,Standard,Mobile,Annual,Card,2,21,51.05,8.14,25.05,200.49,120.14,2,0,6.53,64556.22,8.91,60.83,6.27,Yes,1,0
2531,52,North,Basic,Mobile,Annual,Card,5,15,21.66,4.73,20.43,101.79,80,3,3,3.68,54451.2,11.48,67.91,4.58,No,1,1
1551,19,Central,Standard,Mobile,Monthly,Card,4,28,61.73,3.52,12.19,40.53,49.25,2,0,30.07,74460.96,8.22,23.4,17.53,Yes,1,1
2423,57,South,Premium,Mobile,Annual,Card,5,7,91.57,6.94,24.23,177.38,144.75,1,2,11.36,41736.78,4.09,68.72,13.19,No,1,0
364,25,North,Standard,Desktop,Quarterly,Card,5,7,45.46,7.23,30.94,235.56,180.01,0,1,6.03,67516.76,20.58,94.47,6.29,No,0,0
2769,48,North,Standard,Mobile,Monthly,Bank Transfer,5,21,72.07,6.98,20.29,140.74,124.11,1,2,4.77,54301.59,5.42,62.22,10.32,Yes,1,1
183,33,East,Basic,Desktop,Monthly,Card,2,16,35.97,2.36,39.68,90.28,83.55,0,1,3.06,51779.81,14.91,57.11,15.25,Yes,1,0
986,46,South,Premium,Mobile,Monthly,Digital Wallet,3,14,94.86,7.05,19.59,150.78,134.81,3,1,12.05,80115.7,3.43,68.59,13.46,Yes,1,0
1991,43,North,Basic,Mobile,Monthly,Card,1,32,39.03,5.22,22.95,111.52,89.61,2,2,14.27,19221.98,6.06,69.9,7.47,No,0,1
1195,61,East,Basic,Mobile,Monthly,Card,5,27,16.31,8.27,35.58,287.18,169.81,3,2,13.1,67325.01,6.7,64.08,1.97,Yes,1,0
1770,72,Central,Premium,Desktop,Monthly,Card,2,35,78.95,5.1,26.79,130.5,112.83,3,0,19.25,97040.03,5.22,56.31,15.47,No,1,0
1676,19,East,Standard,Mobile,Annual,Card,4,9,48.31,7.37,24.1,186.38,137.47,1,0,7.33,80000.66,12.87,84.82,6.56,No,1,0
1122,38,East,Standard,Mobile,Monthly,Digital Wallet,3,41,,3.87,29.68,116.64,92.63,1,0,9.31,60532.47,27.24,57.3,13.82,Yes,0,0
188,23,East,Standard,Mobile,Monthly,Card,3,25,65.14,1.25,19.49,41.98,49.27,0,1,3.33,65496.25,12.28,25.37,52.26,No,1,1
620,55,North,Standard,Mobile,Monthly,Card,2,4,61.44,5.16,28.06,156.62,112.28,1,1,7.12,39752,2.47,,11.9,No,0,0
1613,37,West,Premium,Desktop,Quarterly,Bank Transfer,2,6,101.54,8.07,21.58,152.8,150.44,3,0,8.44,66996.89,16.38,85.04,12.59,Yes,1,1
1176,19,Central,Premium,Mobile,Annual,Bank Transfer,1,40,97.59,7.85,24.61,181.92,163.16,2,0,6.78,70590.46,7.15,73.45,12.44,No,1,1
1183,28,East,Standard,Mobile,Monthly,Card,3,4,55.02,8.22,33.66,272.89,193.35,2,0,1.49,72717.7,9.6,96.43,6.69,Yes,0,0
2385,46,East,Basic,Mobile,Monthly,Digital Wallet,4,8,20.31,7.08,29.15,201.06,147.41,,0,6.67,46770.28,8.42,46.49,2.87,Yes,0,0
2716,39,Central,Standard,Desktop,Annual,Card,2,35,74.82,2.81,20.93,68.76,63.72,1,1,5.03,45059.11,12.86,52.23,26.67,Yes,1,1
615,28,North,Basic,Mobile,Monthly,Card,2,9,28.32,6.82,32.25,205.86,147.69,0,2,9.59,46139.15,2.86,59.57,4.15,No,1,0
1514,18,West,Standard,Mobile,Monthly,Digital Wallet,3,22,,7.15,26.66,172.63,143.69,0,0,0.47,34324.03,13.98,71.51,7.6,No,0,1
1467,23,Central,Premium,Desktop,Annual,Digital Wallet,3,36,94.39,4.21,18.54,85.63,77.79,1,0,1.04,102113.66,5.18,81.4,22.45,No,1,0
402,40,East,Premium,Mobile,Monthly,Bank Transfer,4,19,99.15,4.36,16.88,70.65,56.93,0,0,5.29,75592.98,6.64,70.62,22.76,No,1,1
995,37,Central,Premium,Tablet,Monthly,Digital Wallet,4,16,91.03,3.07,23.82,71.47,71.73,1,0,1.81,61704.81,14.73,61.96,29.65,No,0,0
935,42,North,Standard,Mobile,Quarterly,Digital Wallet,4,25,43.04,6.2,23.18,152.02,90.24,1,0,5.93,57078.36,11.63,87,6.94,No,0,1
372,54,North,Premium,Desktop,Monthly,Bank Transfer,2,29,91.93,1.73,27.85,59.65,68.14,2,0,11.25,103189.47,17.66,52.77,53.12,No,1,1
1923,18,South,Premium,Mobile,Monthly,Bank Transfer,2,6,571.7998906,4.17,72.2548952,92.29,95.78,15,0,22.83,80858.61,30.14,35.25,18.7,No,0,1
2307,61,West,Premium,Mobile,Quarterly,Bank Transfer,4,41,105.95,4.14,13.43,56.27,51.39,2,2,1.77,64888.83,12.02,65.67,25.6,Yes,1,0
594,18,South,Basic,Mobile,Monthly,Card,3,35,33.09,7.2,30.4,242.89,168.64,3,1,4.76,,9.7,70.97,4.6,No,1,1
1911,29,South,Premium,Mobile,Monthly,Card,3,22,93.61,8.06,18.61,155.27,128.73,3,2,12.02,78829.34,14.81,68.24,11.62,Yes,1,0
727,41,West,Basic,Mobile,Monthly,Bank Transfer,3,16,23.06,6.51,16.59,118.4,114.52,2,1,10.6,55407.68,3.11,68.38,3.54,Yes,0,1
827,38,East,Basic,Desktop,Quarterly,Card,5,24,33.44,4.85,20.12,104.05,75.61,3,1,2.48,55414.24,10.26,73.82,6.9,No,0,1
1675,35,North,Standard,Mobile,Annual,Bank Transfer,4,72,68.59,4.54,,109.97,93.79,0,0,5.17,59709.27,4.82,39.45,15.12,No,1,0
688,56,Central,Basic,Mobile,Monthly,Bank Transfer,2,14,34.29,4.95,20.67,108.99,89.33,0,0,4.06,56898.4,6.52,68.45,6.93,No,1,1
2216,38,Central,Basic,Tablet,Monthly,Bank Transfer,4,6,21.77,4.46,26.8,114.22,68.02,2,0,3.22,38323.88,16.27,73.29,4.89,Yes,1,0
137,42,North,Basic,Mobile,Monthly,Digital Wallet,5,4,41.39,6.3,35.51,214.41,166.15,,0,25.15,52518.29,6.5,,6.57,No,0,1
2765,31,North,Basic,Desktop,Monthly,Digital Wallet,4,16,,5.02,29.24,162.97,149.12,1,0,9.87,56756.68,9.96,66.31,7.72,Yes,1,0
629,26,East,Standard,Mobile,Monthly,Card,3,43,56.29,8.02,21.04,186.75,161.74,0,1,2.03,54614.52,12.38,68.1,7.01,No,1,1
335,38,Central,Standard,Desktop,Quarterly,Digital Wallet,4,8,44.67,4.89,28.1,119.68,121.16,1,0,11.47,38285.2,4.61,56.67,9.13,Yes,1,1
391,18,Central,Standard,Mobile,Monthly,Bank Transfer,3,24,,3.71,21.81,90.64,72.59,3,0,5.22,81414.37,10.14,49.83,17.55,No,1,1
2310,41,North,Standard,Desktop,Monthly,Digital Wallet,4,44,45.09,0.2,23.91,27.93,35.66,0,0,5.58,59065.39,13.98,53.52,150.3,Yes,1,0
1110,48,West,Basic,Desktop,Monthly,Digital Wallet,3,36,34.8,0.2,23.89,5,24.65,0,1,37.79,55300.98,10.48,5,116,Yes,1,1
1738,36,East,Premium,Mobile,Quarterly,Bank Transfer,2,12,85.47,6.88,25,184.86,124.18,7,0,13.67,62484.2,8.72,51.44,12.42,No,1,1
2699,43,West,Basic,Mobile,Monthly,Bank Transfer,4,47,42.6,5.03,26.6,124.17,81.26,4,0,16.88,31171.8,2.71,41.63,8.46,Yes,1,1
711,38,Central,Basic,Mobile,Quarterly,Bank Transfer,5,16,23.58,1.76,15.96,34.59,29.22,1,1,9.96,74369.4,21.92,52.1,13.4,No,1,1
1040,46,South,Premium,Mobile,Monthly,Digital Wallet,2,7,573.2520771,6.23,41.68680597,84.88,83.34,11,2,,41609,5.5,,15.65,Yes,0,1
2715,36,West,Basic,Mobile,Monthly,Card,3,9,28.69,5.87,23.84,129.52,109.5,2,2,17.44,73668.31,8.17,54.15,4.89,Yes,0,1
1851,30,North,Basic,Desktop,Monthly,Bank Transfer,5,11,33.29,5.8,32.78,186.5,111.84,0,0,5.13,43249.33,12.97,79.47,5.74,No,1,0
2596,28,South,Standard,Desktop,Monthly,Card,5,38,54.06,7.46,21.9,171.24,133.66,0,1,,78228.62,13.03,60.42,7.24,No,1,0
1562,40,South,Premium,Tablet,Annual,Card,3,20,98.37,2.07,15.18,21.47,68.11,1,0,7.7,70192.21,8.47,59.82,47.5,No,1,0
2758,42,East,Basic,Mobile,Monthly,Card,3,38,29.65,0.76,19.61,21.01,17.84,1,3,4.84,42864.28,11.01,69.99,38.82,No,0,1
1595,43,East,Standard,Desktop,Monthly,Card,3,39,66.54,5.95,22.92,116.88,108.41,5,0,28.01,42257.27,15.98,,11.18,Yes,1,1
2751,43,Central,Basic,Mobile,Quarterly,Card,2,28,34.84,3.78,13.33,63.49,55.37,0,1,6.22,32520.15,19.61,61.58,9.21,Yes,1,0
1113,24,East,Basic,Mobile,Monthly,Card,3,17,28.08,2.32,20.36,59.93,39.94,4,1,12.76,74899.16,21.97,,12.08,Yes,0,1
466,32,South,Basic,Desktop,Monthly,Card,3,27,36.32,6.4,24.11,148.82,117.81,2,1,13.79,18000,9.61,56.11,5.68,No,1,0
1561,33,East,Standard,Mobile,Annual,Card,5,2,60.81,5.14,16.4,78.37,50.92,0,3,5.25,24010.39,6.49,,11.84,No,1,0
1224,47,Central,Standard,Mobile,Monthly,Card,2,22,48.93,3.05,18.8,39.33,41.28,1,1,7.6,53582.35,9.26,53.21,16.05,No,0,1
1954,30,West,Basic,Mobile,Monthly,Card,5,5,24.39,3.26,27.69,89.88,52.29,0,2,14.89,59989.93,5.34,66.76,7.49,No,0,1
2967,55,South,Standard,Mobile,Monthly,Bank Transfer,4,12,52.54,6.43,16.61,86.81,75.86,2,0,3.85,78826.64,20.54,90.49,8.17,No,0,1
2349,56,South,Basic,Tablet,Monthly,Bank Transfer,5,3,16.24,6.24,,146.83,132.24,1,1,2.64,84675.77,7.89,63.85,2.6,No,0,1
1509,62,North,Basic,Mobile,Monthly,Card,3,2,35.25,0.35,14.9,5,8.53,0,3,6.77,18000,10.27,,100.02,Yes,1,1
1105,25,East,Basic,Desktop,Monthly,Bank Transfer,2,17,35.1,3.82,27.44,107.27,72.93,2,1,13.18,73695.21,6.91,,9.2,Yes,0,1
1989,28,North,Premium,Mobile,Monthly,Card,5,41,107.16,6.01,19.3,119.75,151.79,1,1,14.84,66486.57,4.61,53.39,17.83,No,1,0
339,52,North,Basic,Desktop,Quarterly,Card,4,15,30.51,6.42,34.94,225.3,145.12,3,0,3.34,47828.33,11.44,67.86,4.75,No,1,0
216,50,West,Standard,Desktop,Monthly,Digital Wallet,3,16,33.42,5.28,20.85,114.76,65.86,2,0,3.75,23968.35,7.79,60.95,6.33,Yes,0,1
1616,44,South,Standard,Desktop,Monthly,Digital Wallet,3,13,51.02,2.78,32.62,67.02,34,1,0,10.51,85054.65,15.59,38.98,18.34,No,1,1
1917,31,North,Premium,Tablet,Annual,Card,4,10,85.6,4.25,12.85,44.5,46.98,2,2,9.68,30445.94,7.55,64.35,20.16,No,1,0
2515,39,Central,Basic,Tablet,Monthly,Digital Wallet,2,19,35.75,3.79,26.8,90.33,62.93,1,0,6.63,61090.59,17.34,,9.42,No,1,1
2805,28,East,Basic,Mobile,Quarterly,Card,3,11,13.1,4.86,26.78,133.75,98.12,1,0,52.5,,2.6,5,2.69,Yes,1,1
1593,36,North,Premium,Desktop,Monthly,Card,3,12,83.22,5.26,35.51,190.43,161.34,1,0,33.78,60858.74,10.24,46.44,15.82,Yes,1,1
2241,53,South,Basic,Desktop,Monthly,Card,2,3,27.12,6.53,14.5,117.11,113.88,3,2,13.37,18000,3.79,60.89,4.15,No,1,1
1685,30,East,Premium,Mobile,Annual,Card,4,9,82.84,5.23,26.31,142.18,125.25,4,1,13.75,86592.13,4.99,,15.83,Yes,1,0
2523,35,North,Standard,Desktop,Annual,Bank Transfer,5,25,46.03,7.11,31.9,237.15,167.76,0,1,7.65,61387.13,21.42,86.25,6.48,Yes,1,0
817,33,Central,Basic,Desktop,Monthly,Card,2,15,28.32,4.33,28.21,123.71,52.79,2,0,1.46,75501.73,33.89,75.4,6.54,Yes,1,1
1068,43,West,Standard,Mobile,Monthly,Card,1,5,41.65,5.57,17.11,89.88,95.87,2,0,7.23,48832.78,4.88,,7.48,Yes,1,1
2004,41,Central,Premium,Tablet,Monthly,Card,2,24,86.55,4.52,19.6,81.92,85.83,2,2,2.78,68536.56,17.52,,19.14,Yes,1,0
275,57,West,Standard,Mobile,Monthly,Digital Wallet,2,17,56.99,5.7,26.94,145.63,105.21,2,0,1.97,48720.19,15,54.53,10,No,1,0
2245,44,South,Standard,Mobile,Monthly,Digital Wallet,3,11,58.23,6.83,32.66,221.37,172.97,4,0,5,30811.56,7.11,68.57,8.53,No,0,0
866,48,South,Premium,Mobile,Monthly,Digital Wallet,2,21,92.28,3.23,23.56,63.8,76.17,1,0,10.74,18000,4.12,73.37,28.6,Yes,0,0
102,54,West,Basic,Mobile,Monthly,Card,5,14,36.12,5.99,14.89,81.35,88.26,3,1,12.52,69743.53,7.07,39.31,6.03,Yes,0,1
1502,31,North,Basic,Mobile,Annual,Bank Transfer,5,16,40.51,3.05,17.9,48.29,60.03,0,0,4.57,31845.02,9.32,81.79,13.29,Yes,1,0
2150,40,North,Basic,Mobile,Monthly,Bank Transfer,1,15,27.85,4.07,26.46,94.02,62.98,2,0,3,84561.13,3.95,75.82,6.85,Yes,1,0
172,43,Central,Basic,Mobile,Monthly,Card,3,29,,6.92,21.43,145.12,91.79,3,0,2.27,56185.03,6.36,90.27,5.27,No,0,1
108,34,North,Basic,Desktop,Monthly,Bank Transfer,4,17,43.71,5.43,23.31,113.21,106.69,0,0,0.04,68725.62,12.88,87.99,8.05,No,1,0
1863,55,South,Basic,Mobile,Monthly,Bank Transfer,2,8,26.31,4.19,20.9,70.63,61.58,1,0,1.56,81267.86,7.66,50.81,6.28,No,0,1
1522,18,West,Premium,Desktop,Quarterly,Card,3,2,88.76,1.49,16.06,15.22,42.05,0,1,7.42,96505.31,13.96,50.4,59.39,No,0,1
2988,57,Central,Basic,Mobile,Annual,Digital Wallet,4,12,41.18,0.74,13.88,18.03,33.21,0,0,3.83,48865.23,17.02,69.24,55.73,No,1,0
2203,39,Central,Standard,Mobile,Annual,Bank Transfer,2,18,,2.86,20.59,46.93,58.21,2,0,7.33,57860.71,5.38,47.78,22.82,No,1,0
2055,42,North,Basic,Mobile,Annual,Digital Wallet,5,2,26.32,4.56,27.91,123.61,95.75,1,0,4.7,67478.95,23,67.44,5.77,Yes,1,0
1765,25,Central,Basic,Mobile,Quarterly,Card,4,41,34.9,2.97,35.78,104.3,108.37,1,1,8.18,46821.89,4.73,,11.74,No,1,0
2034,33,Central,Standard,Desktop,Annual,Card,4,10,65.19,6.48,32.78,221.55,180.43,1,3,2.86,61040,4.93,63.23,10.06,Yes,1,0
1963,35,East,Basic,Mobile,Monthly,Bank Transfer,2,14,38.34,6.49,21.82,159.72,118.51,1,1,46.66,68464.98,13.04,5,5.91,Yes,1,1
2251,26,West,Standard,Mobile,Quarterly,Bank Transfer,5,24,55.26,3.14,26.78,77.95,43.89,3,0,8.3,56929.13,3.8,40.83,17.59,Yes,0,0
2341,56,West,Standard,Mobile,Monthly,Digital Wallet,2,7,60.9,7.59,21.53,171.38,138.74,4,0,5.59,21360.6,8.68,,8.02,Yes,0,0
2576,43,East,Standard,Desktop,Monthly,Card,4,5,56.65,5.85,18.9,118.33,117.9,2,1,2.78,46876.29,3.63,61.87,9.69,No,1,1
1925,37,South,Basic,Desktop,Monthly,Card,4,18,26.03,6.35,29.37,185.66,111.03,2,2,2.84,,16.84,81.3,4.1,Yes,1,1
296,40,West,Standard,Desktop,Annual,Digital Wallet,5,18,59.45,0.2,30.05,5,21.47,2,0,9.25,50898.33,20.97,51.75,198.17,Yes,1,1
713,26,South,Basic,Mobile,Monthly,Card,1,37,35.47,2.3,21.58,64.45,41.98,,1,6.71,72536.23,4.06,57.99,15.39,Yes,0,1
73,27,North,Standard,Desktop,Monthly,Card,1,14,60.25,6.85,29.46,198.75,176.56,3,0,2.98,50717.45,10.1,77.94,8.8,Yes,1,0
1953,18,West,Basic,Desktop,Monthly,Bank Transfer,1,18,40.09,6.54,30.7,198.08,135.16,1,0,9.23,21802.71,8.2,73.63,6.13,Yes,0,1
2270,33,South,Basic,Desktop,Quarterly,Bank Transfer,3,17,27.91,4.77,21.5,104.13,74.3,0,0,31.45,56661.29,37.67,19.3,5.85,No,0,1
2562,39,East,Basic,Mobile,Annual,Card,3,63,,0.86,15.3,5,29.98,2,1,8.55,45323.54,12.24,,50.85,Yes,1,0
2886,42,East,Standard,Desktop,Monthly,Bank Transfer,1,22,55.19,0.69,26.8,15.74,42.37,3,0,8.63,80093.34,14.88,,79.84,No,0,0
482,55,South,Premium,Desktop,Quarterly,Bank Transfer,2,33,97.25,9.04,31.12,278.81,231.98,1,0,2,28033.12,6.62,,10.75,No,1,0
2219,30,West,Basic,Mobile,Monthly,Bank Transfer,3,30,,5.41,24.13,132.34,138.31,3,0,9.69,74223.27,5.45,62.53,8.49,No,1,0
1531,45,Central,Premium,Desktop,Monthly,Card,5,19,75.04,5.85,23.07,138.74,107.01,1,0,1.27,55550.99,16.05,71.92,12.83,No,1,0
2116,35,North,Basic,Tablet,Monthly,Card,2,18,11.13,6.01,28.4,196.55,126.85,0,0,3.14,69970.36,15.67,,1.85,Yes,1,0
1515,18,West,Basic,Desktop,Annual,Card,3,13,33.9,3.92,,86.8,68.93,4,0,10.52,78221.45,9.25,,8.64,No,1,0
2961,23,East,Premium,Desktop,Monthly,Digital Wallet,4,9,97.65,3.42,31.98,119,131.02,2,1,2.36,67478.78,12.54,66.75,28.59,No,1,1
1491,31,South,Basic,Mobile,Monthly,Card,4,42,49.14,3.87,21.55,81.98,73.64,0,0,0.57,86495.71,4.03,69.01,12.69,Yes,1,0
1172,18,East,Standard,Mobile,Annual,Digital Wallet,4,45,57.74,3.94,15.92,57.64,45.36,1,0,5.74,45925.83,12.18,68.32,14.67,No,1,0
2453,44,West,Basic,Mobile,Annual,Card,2,12,46.45,4.02,27.61,104.16,74.51,1,1,1.86,,7.24,72.14,11.57,Yes,1,0
2430,60,North,Basic,Mobile,Monthly,Card,5,19,35.7,9.83,31.21,311.27,231.61,0,1,24.45,58982.29,12.01,51.62,3.63,Yes,1,0
2074,35,South,Standard,Mobile,Quarterly,Bank Transfer,1,4,44.6,4.79,22.62,101.67,79.41,2,2,7.93,42610.59,10.1,55.83,9.31,No,1,0
2217,38,East,Premium,Tablet,Monthly,Bank Transfer,4,15,79.89,4.33,15.87,79.28,77.59,1,1,4.54,61003.42,6.41,68.67,18.45,No,0,0
2272,25,Central,Standard,Mobile,Monthly,Card,5,14,59.67,3.61,14.11,47.5,46.63,1,0,9.07,66407.38,11.94,65.95,16.52,No,0,0
406,35,Central,Standard,Mobile,Quarterly,Card,5,6,61.8,1.83,19.93,18.37,24.47,2,2,7.94,51792.46,11.12,52.26,33.8,No,1,1
758,48,Central,Standard,Mobile,Quarterly,Bank Transfer,4,14,60.07,4.67,,65.09,66.96,,0,2.41,82322.11,8.98,59.24,12.87,Yes,1,1
1957,49,South,Standard,Desktop,Quarterly,Card,2,8,54.48,2.86,23.51,67.58,90.33,0,1,12.91,39051.49,8.89,49.65,19.07,No,0,0
2185,18,Central,Basic,Mobile,Annual,Card,2,5,25.62,7.97,25.94,204.09,156.16,2,2,8.54,61810.24,12.24,59.12,3.22,No,1,0
1952,41,Central,Premium,Tablet,Quarterly,Card,2,3,,3.64,19.17,74.34,64.24,2,1,15.73,71011.42,3.05,42.63,25.65,No,1,0
98,26,North,Basic,Mobile,Monthly,Card,4,9,31.94,5.61,25.22,154.85,126.31,1,0,20.3,75871.06,4.35,55.55,5.69,No,1,0
1334,41,East,Standard,Mobile,Monthly,Card,3,24,57.75,7.88,22.09,200.16,137.01,1,0,1.41,67766.17,9.67,68.1,7.33,No,1,0
2390,37,West,Premium,Mobile,Quarterly,Digital Wallet,4,12,100.34,5.7,18.71,98.71,82.05,1,0,15.24,51417.38,9.15,57.12,17.61,No,0,1
744,18,East,Standard,Tablet,Monthly,Card,3,30,69.81,5.42,18.12,98.61,105.73,1,0,4.97,23489.56,11.94,,12.89,Yes,0,1
807,36,Central,Basic,Desktop,Monthly,Digital Wallet,1,20,26.98,4.25,33.13,148.19,101.86,1,0,20.79,38258.65,10.14,53.24,6.35,Yes,1,1
2770,47,South,Basic,Tablet,Monthly,Card,3,34,19.67,7.62,10.54,89.7,65.12,0,0,4.04,62259.32,9.07,79.99,2.58,No,0,0
1897,19,South,Premium,Tablet,Quarterly,Card,1,42,104.13,3.7,10.56,35.87,50.75,3,0,8.71,47209.81,7.79,72.98,28.14,Yes,0,1
2500,53,North,Standard,Desktop,Annual,Card,3,31,57.05,2.26,20.99,43.09,32.43,4,2,10.11,52694.36,13.08,,25.2,No,1,0
1536,26,Central,Standard,Mobile,Monthly,Digital Wallet,5,20,52.32,6.37,24.46,168.39,98.15,1,0,0.99,42086.93,6.67,63.74,8.21,No,1,1
2051,47,South,Standard,Mobile,Monthly,Card,3,10,51.29,11.16,25.88,284.41,198.39,3,0,10.13,40591.99,5.76,68.82,4.59,Yes,1,0
2011,23,East,Standard,Desktop,Monthly,Card,4,10,39.23,6.49,33.79,213.12,165.8,2,1,5.15,93639.97,7.77,60.04,6.04,No,1,1
149,51,South,Standard,Mobile,Quarterly,Card,2,8,51.43,4.08,19.05,88.4,106.94,1,1,6.77,45973.93,3.35,48.04,12.59,Yes,0,0
2555,43,West,Basic,Mobile,Monthly,Bank Transfer,1,11,41.66,8.26,20.61,175.29,103.85,3,0,21.24,108816.37,11,57.45,5.05,No,1,1
2054,72,East,Premium,Tablet,Quarterly,Card,4,2,87.83,5.78,20.44,109.83,133.81,0,2,7.83,18542.83,10.49,59.3,15.19,No,0,0
1903,45,Central,Basic,Mobile,Monthly,Card,4,7,32.96,7.31,19.97,139.89,110.13,1,0,4.84,,17.35,76.06,4.51,Yes,0,0
1316,60,South,Standard,Desktop,Monthly,Card,4,28,55.68,5.49,30.92,164.89,121.06,1,1,16.12,40307.9,14.2,61.39,10.14,No,0,0
693,49,South,Standard,Mobile,Quarterly,Card,3,24,56.98,4.73,23.66,112.18,105.33,1,0,2.91,69312.71,9.69,73.87,12.04,No,0,0
819,41,South,Standard,Tablet,Monthly,Card,4,11,52.51,6.35,15.86,88.13,69.3,2,1,,59355.62,10.31,62.22,8.27,Yes,0,0
1729,39,West,Basic,Desktop,Quarterly,Card,2,24,27.14,4.88,29.41,144.11,104.64,2,0,2.05,23184.31,10.03,70.8,5.56,No,0,0
1387,53,East,Premium,Mobile,Annual,Digital Wallet,5,18,104.12,1.88,10.02,31.99,55.7,3,0,26.5,50299.19,5.9,34.57,55.4,Yes,1,0
2282,38,West,Premium,Mobile,Quarterly,Bank Transfer,3,16,,3.32,23.72,59.57,96.12,2,0,3.18,104408.39,12.03,69.51,24.31,Yes,1,0
2734,32,East,Standard,Desktop,Quarterly,Card,2,13,50.85,4.06,31.5,130.95,97.89,0,0,8.91,69771.48,5.7,,12.53,Yes,1,0
1600,25,North,Premium,Mobile,Annual,Digital Wallet,2,3,95.93,4.36,19.99,88.49,94.23,,0,10.44,60143,15.6,50.85,22.01,Yes,1,0
2611,18,South,Standard,Mobile,Quarterly,Card,4,18,74.23,4.94,25.72,120.49,105.69,1,0,6.56,61420.85,6,42.96,15.04,No,0,0
2458,31,Central,Standard,Desktop,Monthly,Card,3,38,58.19,6.42,,152.34,105.93,2,2,6.67,73084.22,13.81,80.96,9.07,No,1,0
